language,top_language,datetime
"[('English', 913), ('Korean', 42), ('Arabic', 167), ('Portuguese', 200), ('Dutch', 3), ('Spanish', 296), ('Japanese', 166), ('Thai', 22), ('French', 82), ('Polish', 5), ('Catalan', 8), ('Urdu', 4), ('Estonian', 3), ('Turkish', 44), ('Filipino', 7), ('Hindi', 2), ('Italian', 10), ('Norwegian', 1), ('German', 5), ('Russian', 5), ('Bulgarian', 1), ('Persian', 3), ('Romanian', 1), ('Greek', 4), ('Lithuanian', 2), ('Danish', 1), ('Finnish', 1), ('Swedish', 2)]","[('Japanese', 6), ('English', 70), ('Korean', 3), ('Thai', 1), ('Portuguese', 2), ('Spanish', 1)]",2018-07-27 22:12:52
