country,datetime
"[('Togo', 1), ('Japan', 2), ('Pakistan', 1), ('Venezuela', 2), ('Austria', 1), ('Costa Rica', 1), ('Colombia', 4), ('Chile', 2), ('United States', 1), ('Georgia', 2), ('Ecuador', 1), ('Greece', 2), ('France', 1), ('Philippines', 1), ('China', 1), ('Cuba', 1), ('Israel', 1), ('Canada', 2), ('Egypt', 1), ('Ireland', 1), ('New Zealand', 1), ('Chad', 1), ('United Kingdom', 1)]",2018-07-27 22:12:52
